StyleID,EventID,StartingInventory,QuantitySold,Cost,Price,MSRP,Department,Month,EventStartTime,EventStartDOW,ShippingMethod
14548,782,62,10,197,244.99,295,Women's Apparel,Dec,10:00,Thursday,F
9378,882,51,20,197,244.99,305,Women's Apparel,Nov,10:00,Friday,F
24307,933,100,62,197,244.99,569,Women's Apparel,Dec,10:00,Monday,F
22762,947,11,9,197,244.99,295,Women's Apparel,Dec,10:00,Monday,F
2407,852,71,71,197,244.99,335,Women's Apparel,Nov,10:00,Monday,F
21971,827,20,20,197,244.99,365,Women's Apparel,Dec,10:00,Thursday,F
28903,287,63,19,197,244.99,455,Footwear,Dec,17:00,Tuesday,F
18506,282,71,41,197,244.99,415,Footwear,Nov,17:00,Saturday,F
22196,57,103,17,197,244.99,415,Men's Apparel,Nov,17:00,Wednesday,F
1942,37,80,25,196,244.99,505,Men's Apparel,Dec,10:00,Wednesday,F
21935,662,85,31,196,244.99,445,Women's Apparel,Dec,10:00,Wednesday,F
19617,563,107,107,196,244.99,437,Women's Apparel,Dec,10:00,Wednesday,F
11344,127,68,4,196,244.99,365,Men's Apparel,Nov,17:00,Tuesday,F
22508,17,81,37,196,244.99,405,Men's Apparel,Dec,17:00,Thursday,F
19922,268,58,58,195,244.99,425,Footwear,Oct,10:00,Tuesday,F
30211,162,80,29,195,244.99,515,Men's Apparel,Oct,10:00,Friday,F
27385,602,64,15,195,244.99,315,Women's Apparel,Oct,10:00,Monday,F
30050,407,104,29,195,244.99,505,Women's Apparel,Oct,10:00,Monday,F
5601,342,45,42,195,244.99,465,Women's Apparel,Dec,10:00,Monday,F
15803,534,37,37,195,244.99,470,Women's Apparel,Oct,10:00,Tuesday,F
24734,272,20,20,195,244.99,365,Footwear,Dec,17:00,Monday,F
25119,122,62,30,195,244.99,345,Men's Apparel,Nov,17:00,Monday,F
27326,137,2,2,195,244.99,275,Men's Apparel,Nov,17:00,Thursday,F
16036,539,55,6,195,244.99,290,Women's Apparel,Dec,17:00,Thursday,F
4657,227,44,15,194,244.99,315,Footwear,Oct,10:00,Monday,F
19389,262,51,18,194,244.99,405,Footwear,Oct,10:00,Thursday,F
7548,227,29,24,194,244.99,345,Footwear,Oct,10:00,Monday,F
5049,53,71,57,194,244.99,485,Men's Apparel,Dec,10:00,Monday,F
19126,67,64,64,194,244.99,355,Men's Apparel,Oct,10:00,Saturday,F
29695,197,89,89,194,244.99,515,Men's Apparel,Oct,10:00,Friday,F
11988,372,87,38,194,244.99,315,Women's Apparel,Dec,10:00,Tuesday,F
29395,662,78,66,194,244.99,435,Women's Apparel,Dec,10:00,Wednesday,F
30089,508,20,20,194,244.99,581,Women's Apparel,Dec,10:00,Thursday,F
19633,673,23,23,194,244.99,329,Women's Apparel,Dec,10:00,Tuesday,F
16935,137,31,31,194,244.99,545,Men's Apparel,Nov,17:00,Thursday,F
1519,912,11,0,194,244.99,275,Women's Apparel,Nov,17:00,Tuesday,F
16849,382,33,30,194,244.99,325,Women's Apparel,Dec,17:00,Wednesday,F
21592,327,30,30,194,244.99,345,Women's Apparel,Nov,17:00,Tuesday,F
7394,232,40,11,193,244.99,315,Footwear,Oct,10:00,Wednesday,F
2892,667,55,10,193,244.99,295,Women's Apparel,Oct,10:00,Thursday,F
15909,372,76,16,193,244.99,405,Women's Apparel,Dec,10:00,Tuesday,F
26223,582,59,26,193,244.99,465,Women's Apparel,Oct,10:00,Wednesday,F
16947,728,97,81,193,244.99,497,Women's Apparel,Dec,10:00,Friday,F
10006,727,55,55,193,244.99,515,Women's Apparel,Oct,10:00,Saturday,F
5242,647,25,25,193,244.99,305,Women's Apparel,Oct,10:00,Sunday,F
21945,508,25,25,193,244.99,533,Women's Apparel,Dec,10:00,Thursday,F
4225,997,19,19,193,244.99,455,Women's Apparel,Nov,10:00,Friday,F
21618,27,17,17,193,244.99,445,Men's Apparel,Dec,17:00,Sunday,F
10514,847,41,21,193,244.99,365,Women's Apparel,Nov,17:00,Tuesday,F
5339,347,65,42,193,244.99,405,Women's Apparel,Dec,17:00,Thursday,F
13866,692,64,64,193,244.99,395,Women's Apparel,Nov,17:00,Wednesday,F
13850,552,30,30,193,244.99,385,Women's Apparel,Dec,17:00,Sunday,F
23171,227,69,40,192,244.99,425,Footwear,Oct,10:00,Monday,F
13803,302,79,79,192,244.99,465,Footwear,Dec,10:00,Monday,F
21034,312,35,35,192,244.99,515,Footwear,Oct,10:00,Tuesday,F
16258,177,16,0,192,244.99,275,Men's Apparel,Oct,10:00,Sunday,F
14123,162,100,21,192,244.99,405,Men's Apparel,Oct,10:00,Friday,F
11198,37,38,12,192,244.99,305,Men's Apparel,Dec,10:00,Wednesday,F
21636,142,36,30,192,244.99,505,Men's Apparel,Oct,10:00,Wednesday,F
8838,69,21,21,192,244.99,485,Men's Apparel,Dec,10:00,Tuesday,F
4032,163,57,57,192,244.99,521,Men's Apparel,Dec,10:00,Tuesday,F
2778,457,47,9,192,244.99,305,Women's Apparel,Dec,10:00,Monday,F
24781,387,11,9,192,244.99,325,Women's Apparel,Oct,10:00,Saturday,F
23292,357,44,38,192,244.99,475,Women's Apparel,Oct,10:00,Tuesday,F
30052,827,34,30,192,244.99,395,Women's Apparel,Dec,10:00,Thursday,F
17429,962,44,44,192,244.99,515,Women's Apparel,Nov,10:00,Friday,F
3931,272,90,17,192,244.99,465,Footwear,Dec,17:00,Monday,F
24820,228,6,6,192,244.99,325,Footwear,Dec,17:00,Monday,F
22816,183,11,11,192,244.99,545,Men's Apparel,Dec,17:00,Monday,F
27780,462,27,14,192,244.99,335,Women's Apparel,Nov,17:00,Thursday,F
15639,432,51,36,192,244.99,515,Women's Apparel,Nov,17:00,Thursday,F
13030,698,34,34,192,244.99,293,Women's Apparel,Dec,17:00,Wednesday,F
8090,798,30,30,192,244.99,497,Women's Apparel,Dec,17:00,Tuesday,F
2741,902,42,42,192,244.99,545,Women's Apparel,Dec,17:00,Wednesday,F
17178,347,65,65,192,244.99,475,Women's Apparel,Dec,17:00,Thursday,F
26569,783,29,29,192,244.99,521,Women's Apparel,Dec,17:00,Tuesday,F
14790,2,48,9,191,244.99,325,Men's Apparel,Oct,10:00,Monday,F
8190,37,50,37,191,244.99,415,Men's Apparel,Dec,10:00,Wednesday,F
22099,333,74,28,191,244.99,389,Women's Apparel,Dec,10:00,Tuesday,F
21022,497,54,27,191,244.99,445,Women's Apparel,Oct,10:00,Thursday,F
7466,337,29,25,191,244.99,345,Women's Apparel,Oct,10:00,Sunday,F
21380,642,100,100,191,244.99,525,Women's Apparel,Dec,10:00,Tuesday,F
6090,958,44,44,191,244.99,569,Women's Apparel,Dec,10:00,Sunday,F
7404,407,19,19,191,244.99,485,Women's Apparel,Oct,10:00,Monday,F
12971,737,6,6,191,244.99,445,Women's Apparel,Dec,10:00,Saturday,F
1016,242,4,3,191,244.99,295,Footwear,Dec,17:00,Monday,F
13888,127,9,9,191,244.99,325,Men's Apparel,Nov,17:00,Tuesday,F
27984,513,67,14,191,244.99,437,Women's Apparel,Dec,17:00,Tuesday,F
5654,567,68,26,191,244.99,325,Women's Apparel,Nov,17:00,Tuesday,F
28570,577,33,17,191,244.99,325,Women's Apparel,Nov,17:00,Monday,F
17420,917,72,50,191,244.99,525,Women's Apparel,Nov,17:00,Tuesday,F
10565,493,66,66,191,244.99,593,Women's Apparel,Dec,17:00,Sunday,F
18178,913,20,20,191,244.99,569,Women's Apparel,Nov,17:00,Wednesday,F
22805,792,6,6,191,244.99,265,Women's Apparel,Dec,17:00,Monday,F
2055,237,53,33,190,244.99,385,Footwear,Oct,10:00,Friday,F
11676,307,24,24,190,244.99,455,Footwear,Oct,10:00,Monday,F
4008,22,20,2,190,244.99,265,Men's Apparel,Dec,10:00,Friday,F
5606,207,49,45,190,244.99,425,Men's Apparel,Oct,10:00,Wednesday,F
14683,79,6,6,190,244.99,365,Men's Apparel,Oct,10:00,Saturday,F
24110,602,85,4,190,244.99,365,Women's Apparel,Oct,10:00,Monday,F
20361,992,46,5,190,244.99,345,Women's Apparel,Dec,10:00,Monday,F
16276,907,73,45,190,244.99,535,Women's Apparel,Nov,10:00,Wednesday,F
29407,817,54,34,190,244.99,475,Women's Apparel,Nov,10:00,Friday,F
27295,707,36,29,190,244.99,525,Women's Apparel,Oct,10:00,Sunday,F
25805,817,85,85,190,244.99,455,Women's Apparel,Nov,10:00,Friday,F
2140,602,33,33,190,244.99,505,Women's Apparel,Oct,10:00,Monday,F
11286,678,34,34,190,244.99,521,Women's Apparel,Dec,10:00,Wednesday,F
14296,693,17,17,190,244.99,461,Women's Apparel,Dec,10:00,Monday,F
28783,102,11,0,190,244.99,315,Men's Apparel,Nov,17:00,Friday,F
7768,122,51,20,190,244.99,415,Men's Apparel,Nov,17:00,Monday,F
14780,203,79,41,190,244.99,593,Men's Apparel,Dec,17:00,Thursday,F
18823,902,78,38,190,244.99,325,Women's Apparel,Dec,17:00,Wednesday,F
17526,542,10,10,190,244.99,295,Women's Apparel,Dec,17:00,Wednesday,F
20405,867,14,14,190,244.99,365,Women's Apparel,Dec,17:00,Friday,F
26297,307,70,26,189,244.99,545,Footwear,Oct,10:00,Monday,F
29333,167,45,36,189,244.99,335,Men's Apparel,Oct,10:00,Wednesday,F
2729,507,47,37,189,244.99,375,Women's Apparel,Oct,10:00,Monday,F
18660,637,39,37,189,244.99,475,Women's Apparel,Oct,10:00,Thursday,F
21922,813,107,107,189,244.99,593,Women's Apparel,Dec,10:00,Friday,F
9082,667,30,30,189,244.99,435,Women's Apparel,Oct,10:00,Thursday,F
28314,987,30,30,189,244.99,525,Women's Apparel,Nov,10:00,Monday,F
28384,12,87,26,189,244.99,435,Men's Apparel,Nov,17:00,Wednesday,F
9326,87,32,24,189,244.99,345,Men's Apparel,Nov,17:00,Tuesday,F
28495,12,37,35,189,244.99,445,Men's Apparel,Nov,17:00,Wednesday,F
17610,692,51,27,189,244.99,355,Women's Apparel,Nov,17:00,Wednesday,F
6297,352,35,35,189,244.99,365,Women's Apparel,Nov,17:00,Wednesday,F
29808,29,27,13,188,244.99,335,Men's Apparel,Dec,10:00,Tuesday,F
3918,557,13,8,188,244.99,325,Women's Apparel,Oct,10:00,Tuesday,F
5533,617,46,32,188,244.99,355,Women's Apparel,Oct,10:00,Tuesday,F
2722,832,17,13,188,244.99,305,Women's Apparel,Nov,10:00,Friday,F
20426,507,31,27,188,244.99,405,Women's Apparel,Oct,10:00,Monday,F
9693,639,69,67,188,244.99,665,Women's Apparel,Dec,10:00,Sunday,F
25319,817,88,88,188,244.99,425,Women's Apparel,Nov,10:00,Friday,F
28095,638,70,70,188,244.99,341,Women's Apparel,Oct,10:00,Monday,F
9276,732,21,21,188,244.99,445,Women's Apparel,Dec,10:00,Friday,F
26973,757,11,11,188,244.99,485,Women's Apparel,Nov,10:00,Monday,F
18045,322,18,18,188,244.99,475,Women's Apparel,Oct,10:00,Wednesday,F
23310,732,11,11,188,244.99,485,Women's Apparel,Dec,10:00,Friday,F
28998,857,34,34,188,244.99,535,Women's Apparel,Nov,10:00,Wednesday,F
9668,282,52,52,188,244.99,395,Footwear,Nov,17:00,Saturday,F
18033,102,46,10,188,244.99,355,Men's Apparel,Nov,17:00,Friday,F
12623,627,102,7,188,244.99,325,Women's Apparel,Dec,17:00,Monday,F
21039,613,86,86,188,244.99,353,Women's Apparel,Dec,17:00,Friday,F
25299,422,77,77,188,244.99,485,Women's Apparel,Dec,17:00,Saturday,F
10323,362,32,32,188,244.99,445,Women's Apparel,Dec,17:00,Tuesday,F
12547,13,9,9,187,244.99,401,Men's Apparel,Dec,10:00,Tuesday,F
27743,472,89,17,187,244.99,325,Women's Apparel,Oct,10:00,Sunday,F
25580,727,36,7,187,244.99,305,Women's Apparel,Oct,10:00,Saturday,F
17822,532,48,10,187,244.99,345,Women's Apparel,Oct,10:00,Friday,F
23094,457,78,23,187,244.99,365,Women's Apparel,Dec,10:00,Monday,F
14098,964,80,26,187,244.99,395,Women's Apparel,Dec,10:00,Wednesday,F
16682,338,91,41,187,244.99,605,Women's Apparel,Dec,10:00,Tuesday,F
26181,642,49,30,187,244.99,425,Women's Apparel,Dec,10:00,Tuesday,F
28430,497,65,65,187,244.99,495,Women's Apparel,Oct,10:00,Thursday,F
3557,387,15,15,187,244.99,535,Women's Apparel,Oct,10:00,Saturday,F
8113,543,86,33,187,244.99,401,Women's Apparel,Dec,17:00,Thursday,F
15876,397,13,13,187,244.99,505,Women's Apparel,Nov,17:00,Saturday,F
19765,212,9,9,186,244.99,285,Footwear,Oct,10:00,Monday,F
17369,512,96,14,186,244.99,385,Women's Apparel,Dec,10:00,Thursday,F
2755,512,53,26,186,244.99,345,Women's Apparel,Dec,10:00,Thursday,F
24812,857,39,31,186,244.99,395,Women's Apparel,Nov,10:00,Wednesday,F
16594,813,44,43,186,244.99,425,Women's Apparel,Dec,10:00,Friday,F
17795,987,17,17,186,244.99,265,Women's Apparel,Nov,10:00,Monday,F
13381,672,36,36,186,244.99,515,Women's Apparel,Oct,10:00,Sunday,F
17719,908,25,25,186,244.99,509,Women's Apparel,Dec,10:00,Wednesday,F
19830,322,27,27,186,244.99,435,Women's Apparel,Oct,10:00,Wednesday,F
7206,282,91,42,186,244.99,425,Footwear,Nov,17:00,Saturday,F
12089,847,74,11,186,244.99,485,Women's Apparel,Nov,17:00,Tuesday,F
11581,798,69,26,186,244.99,377,Women's Apparel,Dec,17:00,Tuesday,F
14079,327,69,34,186,244.99,415,Women's Apparel,Nov,17:00,Tuesday,F
6117,367,32,32,186,244.99,405,Women's Apparel,Nov,17:00,Thursday,F
4884,307,38,35,185,244.99,455,Footwear,Oct,10:00,Monday,F
1255,223,22,22,185,244.99,405,Footwear,Dec,10:00,Monday,F
16215,37,55,12,185,244.99,295,Men's Apparel,Dec,10:00,Wednesday,F
285,193,80,33,185,244.99,533,Men's Apparel,Dec,10:00,Saturday,F
12526,578,54,5,185,244.99,341,Women's Apparel,Dec,10:00,Thursday,F
6853,873,64,13,185,244.99,365,Women's Apparel,Dec,10:00,Monday,F
4067,747,99,32,185,244.99,415,Women's Apparel,Dec,10:00,Monday,F
3187,507,74,45,185,244.99,405,Women's Apparel,Oct,10:00,Monday,F
20048,693,41,32,185,244.99,353,Women's Apparel,Dec,10:00,Monday,F
6754,972,47,47,185,244.99,325,Women's Apparel,Nov,10:00,Wednesday,F
17722,642,24,24,185,244.99,295,Women's Apparel,Dec,10:00,Tuesday,F
10224,793,100,100,185,244.99,569,Women's Apparel,Dec,10:00,Tuesday,F
1614,992,27,27,185,244.99,405,Women's Apparel,Dec,10:00,Monday,F
18600,523,39,39,185,244.99,437,Women's Apparel,Dec,10:00,Wednesday,F
28031,272,49,49,185,244.99,365,Footwear,Dec,17:00,Monday,F
30162,352,105,44,185,244.99,515,Women's Apparel,Nov,17:00,Wednesday,F
12524,327,65,49,185,244.99,535,Women's Apparel,Nov,17:00,Tuesday,F
16002,807,34,34,185,244.99,485,Women's Apparel,Nov,17:00,Wednesday,F
30239,707,20,0,184,244.99,265,Women's Apparel,Oct,10:00,Sunday,F
21104,922,22,3,184,244.99,305,Women's Apparel,Dec,10:00,Saturday,F
27371,667,26,5,184,244.99,295,Women's Apparel,Oct,10:00,Thursday,F
20318,947,48,12,184,244.99,285,Women's Apparel,Dec,10:00,Monday,F
8079,857,50,20,184,244.99,295,Women's Apparel,Nov,10:00,Wednesday,F
21517,488,80,45,184,244.99,509,Women's Apparel,Dec,10:00,Friday,F
27319,667,5,5,184,244.99,285,Women's Apparel,Oct,10:00,Thursday,F
1351,608,31,31,184,244.99,569,Women's Apparel,Dec,10:00,Thursday,F
886,287,18,18,184,244.99,265,Footwear,Dec,17:00,Tuesday,F
15841,107,56,44,184,244.99,505,Men's Apparel,Nov,17:00,Thursday,F
11975,107,14,14,184,244.99,525,Men's Apparel,Nov,17:00,Thursday,F
5685,382,44,25,184,244.99,415,Women's Apparel,Dec,17:00,Wednesday,F
23785,367,60,45,184,244.99,365,Women's Apparel,Nov,17:00,Thursday,F
18765,802,27,26,184,244.99,355,Women's Apparel,Nov,17:00,Tuesday,F
2609,377,38,38,184,244.99,385,Women's Apparel,Dec,17:00,Wednesday,F
18590,467,89,52,183,244.99,365,Women's Apparel,Oct,10:00,Wednesday,F
24892,374,35,27,183,244.99,320,Women's Apparel,Oct,10:00,Sunday,F
27591,672,45,40,183,244.99,415,Women's Apparel,Oct,10:00,Sunday,F
27779,532,58,58,183,244.99,385,Women's Apparel,Oct,10:00,Friday,F
6236,373,43,43,183,244.99,317,Women's Apparel,Dec,10:00,Wednesday,F
936,768,6,6,183,244.99,389,Women's Apparel,Dec,10:00,Wednesday,F
26885,877,14,14,183,244.99,515,Women's Apparel,Nov,17:00,Tuesday,F
23865,397,19,19,183,244.99,525,Women's Apparel,Nov,17:00,Saturday,F
26105,382,20,20,183,244.99,485,Women's Apparel,Dec,17:00,Wednesday,F
14305,302,24,24,182,244.99,535,Footwear,Dec,10:00,Monday,F
22288,128,80,34,182,244.99,545,Men's Apparel,Dec,10:00,Tuesday,F
20385,22,39,33,182,244.99,375,Men's Apparel,Dec,10:00,Friday,F
17927,887,9,0,182,244.99,295,Women's Apparel,Nov,10:00,Sunday,F
29029,882,19,2,182,244.99,265,Women's Apparel,Nov,10:00,Friday,F
19887,497,87,27,182,244.99,535,Women's Apparel,Oct,10:00,Thursday,F
30275,747,20,8,182,244.99,265,Women's Apparel,Dec,10:00,Monday,F
28266,413,15,15,182,244.99,545,Women's Apparel,Dec,10:00,Thursday,F
8859,877,66,10,182,244.99,305,Women's Apparel,Nov,17:00,Tuesday,F
14066,877,53,53,182,244.99,365,Women's Apparel,Nov,17:00,Tuesday,F
9005,52,9,0,181,244.99,265,Men's Apparel,Oct,10:00,Thursday,F
9149,167,37,3,181,244.99,345,Men's Apparel,Oct,10:00,Wednesday,F
11966,153,105,105,181,244.99,593,Men's Apparel,Dec,10:00,Thursday,F
9015,822,47,47,181,244.99,335,Women's Apparel,Nov,10:00,Tuesday,F
9829,577,48,24,181,244.99,445,Women's Apparel,Nov,17:00,Monday,F
26680,822,17,3,179,244.99,295,Women's Apparel,Nov,10:00,Tuesday,F
26042,732,51,31,179,244.99,365,Women's Apparel,Dec,10:00,Friday,F
13533,919,60,48,179,244.99,620,Women's Apparel,Dec,10:00,Wednesday,F
8313,877,5,5,179,244.99,435,Women's Apparel,Nov,17:00,Tuesday,F
13425,919,33,33,178,244.99,470,Women's Apparel,Dec,10:00,Wednesday,F
4006,847,31,25,178,244.99,405,Women's Apparel,Nov,17:00,Tuesday,F
19821,982,29,29,203,249.99,370,Women's Apparel,Nov,10:00,Tuesday,F
22748,882,5,3,202,249.99,290,Women's Apparel,Nov,10:00,Friday,F
6813,652,84,84,202,249.99,430,Women's Apparel,Oct,10:00,Monday,F
22004,437,65,6,202,249.99,310,Women's Apparel,Dec,17:00,Monday,F
24858,653,45,45,202,249.99,478,Women's Apparel,Dec,17:00,Friday,F
28692,4,20,4,201,249.99,340,Men's Apparel,Oct,10:00,Wednesday,F
24189,197,24,24,201,249.99,500,Men's Apparel,Oct,10:00,Friday,F
22441,157,21,21,201,249.99,450,Men's Apparel,Dec,10:00,Sunday,F
25774,332,63,17,201,249.99,340,Women's Apparel,Dec,10:00,Sunday,F
28746,677,11,10,201,249.99,340,Women's Apparel,Oct,10:00,Thursday,F
14302,643,16,16,201,249.99,358,Women's Apparel,Dec,10:00,Monday,F
21230,877,66,11,201,249.99,340,Women's Apparel,Nov,17:00,Tuesday,F
8199,442,73,28,201,249.99,440,Women's Apparel,Nov,17:00,Monday,F
24686,434,26,26,201,249.99,535,Women's Apparel,Dec,17:00,Friday,F
24539,593,23,23,201,249.99,526,Women's Apparel,Dec,17:00,Friday,F
6878,152,55,55,200,249.99,460,Men's Apparel,Oct,10:00,Friday,F
28352,197,4,4,200,249.99,530,Men's Apparel,Oct,10:00,Friday,F
9743,957,64,26,200,249.99,430,Women's Apparel,Dec,10:00,Saturday,F
16284,517,66,36,200,249.99,430,Women's Apparel,Oct,10:00,Saturday,F
19147,817,2,2,200,249.99,370,Women's Apparel,Nov,10:00,Friday,F
15280,782,6,6,200,249.99,450,Women's Apparel,Dec,10:00,Thursday,F
5735,217,8,8,200,249.99,310,Footwear,Nov,17:00,Sunday,F
7822,713,58,13,200,249.99,322,Women's Apparel,Dec,17:00,Sunday,F
11947,809,31,31,200,249.99,490,Women's Apparel,Dec,17:00,Sunday,F
7543,207,60,27,199,249.99,530,Men's Apparel,Oct,10:00,Wednesday,F
627,117,99,99,199,249.99,410,Men's Apparel,Oct,10:00,Wednesday,F
24518,452,78,14,199,249.99,310,Women's Apparel,Oct,10:00,Thursday,F
16413,338,21,5,199,249.99,310,Women's Apparel,Dec,10:00,Tuesday,F
11513,337,56,50,199,249.99,520,Women's Apparel,Oct,10:00,Sunday,F
25381,887,72,72,199,249.99,360,Women's Apparel,Nov,10:00,Sunday,F
9530,217,82,42,199,249.99,480,Footwear,Nov,17:00,Sunday,F
16177,212,16,16,198,249.99,380,Footwear,Oct,10:00,Monday,F
20448,317,66,37,198,249.99,450,Women's Apparel,Oct,10:00,Sunday,F
14265,453,115,69,198,249.99,502,Women's Apparel,Dec,10:00,Thursday,F
22488,853,47,29,198,249.99,454,Women's Apparel,Dec,10:00,Monday,F
7785,457,32,20,198,249.99,390,Women's Apparel,Dec,10:00,Monday,F
21788,742,57,57,198,249.99,520,Women's Apparel,Oct,10:00,Monday,F
20997,358,25,25,198,249.99,430,Women's Apparel,Dec,10:00,Sunday,F
2374,752,31,31,198,249.99,440,Women's Apparel,Dec,10:00,Tuesday,F
24404,17,52,35,198,249.99,460,Men's Apparel,Dec,17:00,Thursday,F
27502,12,15,15,198,249.99,430,Men's Apparel,Nov,17:00,Wednesday,F
11628,983,17,17,198,249.99,454,Women's Apparel,Dec,17:00,Wednesday,F
29380,227,86,35,197,249.99,430,Footwear,Oct,10:00,Monday,F
717,13,37,37,197,249.99,538,Men's Apparel,Dec,10:00,Tuesday,F
21390,963,68,39,197,249.99,610,Women's Apparel,Dec,10:00,Saturday,F
4648,978,31,20,197,249.99,370,Women's Apparel,Dec,10:00,Thursday,F
8987,553,91,72,197,249.99,538,Women's Apparel,Dec,10:00,Sunday,F
12213,772,52,52,197,249.99,370,Women's Apparel,Nov,10:00,Wednesday,F
27461,732,28,28,197,249.99,520,Women's Apparel,Dec,10:00,Friday,F
24292,102,53,53,197,249.99,520,Men's Apparel,Nov,17:00,Friday,F
1136,597,41,13,197,249.99,280,Women's Apparel,Dec,17:00,Sunday,F
11514,592,47,26,197,249.99,440,Women's Apparel,Dec,17:00,Monday,F
28541,912,83,63,197,249.99,500,Women's Apparel,Nov,17:00,Tuesday,F
28798,437,21,21,197,249.99,400,Women's Apparel,Dec,17:00,Monday,F
23018,307,54,12,196,249.99,300,Footwear,Oct,10:00,Monday,F
21576,278,25,9,196,249.99,380,Footwear,Oct,10:00,Sunday,F
223,232,83,46,196,249.99,500,Footwear,Oct,10:00,Wednesday,F
20116,622,59,10,196,249.99,280,Women's Apparel,Oct,10:00,Tuesday,F
1796,987,68,43,196,249.99,450,Women's Apparel,Nov,10:00,Monday,F
27261,662,44,37,196,249.99,390,Women's Apparel,Dec,10:00,Wednesday,F
12457,328,42,42,196,249.99,406,Women's Apparel,Dec,10:00,Saturday,F
879,457,44,44,196,249.99,360,Women's Apparel,Dec,10:00,Monday,F
28936,632,63,63,196,249.99,440,Women's Apparel,Oct,10:00,Thursday,F
18471,933,41,41,196,249.99,394,Women's Apparel,Dec,10:00,Monday,F
13074,972,13,13,196,249.99,550,Women's Apparel,Nov,10:00,Wednesday,F
20756,582,24,24,196,249.99,430,Women's Apparel,Oct,10:00,Wednesday,F
3788,217,70,70,196,249.99,450,Footwear,Nov,17:00,Sunday,F
18707,272,3,3,196,249.99,300,Footwear,Dec,17:00,Monday,F
17073,952,31,31,196,249.99,360,Women's Apparel,Nov,17:00,Monday,F
18964,432,3,3,196,249.99,300,Women's Apparel,Nov,17:00,Thursday,F
25600,437,85,85,196,249.99,490,Women's Apparel,Dec,17:00,Monday,F
9673,247,37,37,195,249.99,400,Footwear,Dec,10:00,Monday,F
3231,307,20,20,195,249.99,410,Footwear,Oct,10:00,Monday,F
1853,187,62,42,195,249.99,490,Men's Apparel,Oct,10:00,Monday,F
26102,197,17,17,195,249.99,470,Men's Apparel,Oct,10:00,Friday,F
11204,108,22,22,195,249.99,538,Men's Apparel,Dec,10:00,Sunday,F
10056,2,13,13,195,249.99,460,Men's Apparel,Oct,10:00,Monday,F
27067,788,79,16,195,249.99,430,Women's Apparel,Dec,10:00,Thursday,F
20863,412,77,29,195,249.99,470,Women's Apparel,Oct,10:00,Wednesday,F
11656,753,69,33,195,249.99,490,Women's Apparel,Dec,10:00,Tuesday,F
12561,667,45,23,195,249.99,440,Women's Apparel,Oct,10:00,Thursday,F
14144,423,95,95,195,249.99,406,Women's Apparel,Dec,10:00,Friday,F
13623,857,22,22,195,249.99,510,Women's Apparel,Nov,10:00,Wednesday,F
16079,622,37,37,195,249.99,520,Women's Apparel,Oct,10:00,Tuesday,F
19596,687,14,14,195,249.99,440,Women's Apparel,Oct,10:00,Saturday,F
22481,958,26,26,195,249.99,586,Women's Apparel,Dec,10:00,Sunday,F
19907,622,37,37,195,249.99,520,Women's Apparel,Oct,10:00,Tuesday,F
29501,242,70,5,195,249.99,350,Footwear,Dec,17:00,Monday,F
18390,542,57,7,195,249.99,310,Women's Apparel,Dec,17:00,Wednesday,F
3606,912,81,25,195,249.99,450,Women's Apparel,Nov,17:00,Tuesday,F
28388,807,90,29,195,249.99,510,Women's Apparel,Nov,17:00,Wednesday,F
19576,432,55,55,195,249.99,450,Women's Apparel,Nov,17:00,Thursday,F
19037,912,31,31,195,249.99,450,Women's Apparel,Nov,17:00,Tuesday,F
28030,587,24,24,195,249.99,430,Women's Apparel,Nov,17:00,Wednesday,F
14549,648,39,39,195,249.99,478,Women's Apparel,Dec,17:00,Tuesday,F
21424,292,31,31,194,249.99,420,Footwear,Oct,10:00,Monday,F
23227,153,8,8,194,249.99,466,Men's Apparel,Dec,10:00,Thursday,F
29604,207,28,28,194,249.99,510,Men's Apparel,Oct,10:00,Wednesday,F
3466,772,11,5,194,249.99,270,Women's Apparel,Nov,10:00,Wednesday,F
23172,752,33,18,194,249.99,360,Women's Apparel,Dec,10:00,Tuesday,F
25844,982,69,66,194,249.99,480,Women's Apparel,Nov,10:00,Tuesday,F
22930,707,68,68,194,249.99,520,Women's Apparel,Oct,10:00,Sunday,F
29239,987,91,91,194,249.99,370,Women's Apparel,Nov,10:00,Monday,F
3371,687,75,75,194,249.99,390,Women's Apparel,Oct,10:00,Saturday,F
13652,457,30,30,194,249.99,310,Women's Apparel,Dec,10:00,Monday,F
16844,707,25,25,194,249.99,420,Women's Apparel,Oct,10:00,Sunday,F
1720,173,81,34,194,249.99,526,Men's Apparel,Dec,17:00,Wednesday,F
14599,872,51,2,194,249.99,350,Women's Apparel,Nov,17:00,Monday,F
438,587,14,3,194,249.99,280,Women's Apparel,Nov,17:00,Wednesday,F
19072,713,60,27,194,249.99,466,Women's Apparel,Dec,17:00,Sunday,F
28600,142,34,7,193,249.99,340,Men's Apparel,Oct,10:00,Wednesday,F
13046,83,56,22,193,249.99,358,Men's Apparel,Dec,10:00,Saturday,F
2568,192,48,38,193,249.99,530,Men's Apparel,Oct,10:00,Tuesday,F
23340,737,76,10,193,249.99,300,Women's Apparel,Dec,10:00,Saturday,F
17052,747,92,19,193,249.99,390,Women's Apparel,Dec,10:00,Monday,F
19808,418,125,39,193,249.99,610,Women's Apparel,Dec,10:00,Wednesday,F
1803,947,40,21,193,249.99,320,Women's Apparel,Dec,10:00,Monday,F
