personid,appyear,gpa,stem,schoolsel,major1,major2,minor,major1group,major2group,minorgroup,undergrad_uni,essay1length,essay2length,essay3length,essayuniquewords,essayssentiment,signupdate,starteddate,appdeadline,submitteddate,attendedevent,completedadm
14930,2015-16,2.62,0,more_selective,other,none,other,other,none,other,school 401,297,210,296,311,0.81968976,4,4,October,-1,0,1
14932,2015-16,2.66,1,selective,other,none,biology,other,none,stem,other,59,62,76,123,0.16449138,18,18,October,0,0,1
14936,2015-16,2.61,0,selective,psychology,other,none,social sciences,other,none,other,294,293,298,342,-0.392548802,16,16,October,16,1,1
14937,2015-16,2.52,0,most_selective,psychology,none,none,social sciences,none,none,school 155,298,288,273,380,-0.479013072,18,18,October,0,0,1
14938,2015-16,2.57,0,selective,other,none,none,other,none,none,other,298,230,89,289,0.523855847,18,18,October,18,0,0
14939,2015-16,3.3,0,selective,criminal justice,none,none,social sciences,none,none,other,195,100,56,194,0.23805642,18,18,October,18,0,1
14940,2015-16,3.32,0,selective,other,education (elementary),none,other,education,none,school 851,296,291,280,335,0.39523846,17,17,October,3,0,1
14941,2015-16,3.82,1,most_selective,other,chemistry,none,other,stem,none,other,296,295,299,370,0.193834435,15,15,October,1,1,0
14943,2015-16,3.21,1,more_selective,mathematics,none,none,stem,none,none,other,62,50,74,108,-0.409710187,18,18,October,18,0,1
14944,2015-16,3.66,0,more_selective,other,other,none,other,other,none,other,280,296,297,372,0.744404434,18,18,October,0,0,1
14945,2015-16,3.1,1,more_selective,biology,none,chemistry,stem,none,stem,other,286,292,292,408,-0.009210042,18,18,October,3,0,1
14947,2015-16,3,0,selective,other,none,none,other,none,none,other,286,276,283,330,0.362230104,18,18,October,18,0,1
14948,2015-16,3.51,1,most_selective,other,none,none,other,none,none,school 1839,297,217,225,343,0.199413676,18,18,October,1,0,1
14949,2015-16,3,0,selective,other,none,none,other,none,none,other,47,57,106,137,0.449396474,18,18,October,10,0,1
14950,2015-16,3.16,0,more_selective,other,none,education (elementary),other,none,education,other,292,297,211,335,-0.157339746,18,18,October,18,0,1
14951,2015-16,3.66,0,selective,other,none,none,other,none,none,school 851,294,219,271,345,-0.106767026,18,18,October,17,0,0
14952,2015-16,2.88,0,less_selective,psychology,none,none,social sciences,none,none,other,53,100,57,126,-0.519913356,18,18,October,16,0,1
14953,2015-16,3.67,0,less_selective,history,none,none,humanities,none,none,other,210,248,144,277,0.145327503,17,17,October,17,0,1
14954,2015-16,2.96,0,unknown,other,none,sociology,other,none,social sciences,other,284,293,294,338,0.671450498,17,17,October,10,0,1
14955,2015-16,2.74,0,unknown,communications,none,none,business,none,none,other,295,88,53,228,0.259141127,17,17,October,1,0,1
14956,2015-16,2.9,0,more_selective,marketing,none,none,business,none,none,other,47,64,36,90,-0.002836372,17,17,October,17,0,1
14957,2015-16,3.57,0,unknown,education (elementary),none,none,education,none,none,other,139,182,170,242,0.219673058,17,17,October,17,0,1
14959,2015-16,3.59,0,more_selective,sociology,none,other,social sciences,none,other,other,292,294,297,402,0.483965204,17,17,October,1,0,1
14960,2015-16,3,0,unknown,english,art,other,humanities,humanities,other,other,37,8,4,36,1.201475722,17,17,October,11,0,1
14961,2015-16,2.76,0,unknown,political science,none,history,social sciences,none,humanities,other,45,33,33,72,0.597362515,17,17,October,17,0,1
14962,2015-16,3.3,0,unknown,communications,none,education (elementary),business,none,education,other,296,284,284,314,0.584055233,17,17,October,17,0,0
14963,2015-16,3.21594481,0,most_selective,anthropology,other,none,social sciences,other,none,other,291,288,223,394,-0.217426409,17,17,October,0,0,1
14964,2015-16,2.99,0,selective,other,none,criminal justice,other,none,social sciences,other,101,132,47,163,0.454973873,17,17,October,17,0,1
14965,2015-16,2.86,0,selective,communications,none,sociology,business,none,social sciences,other,297,293,286,347,0.020089762,17,17,October,10,0,1
14966,2015-16,3.56,1,more_selective,other,none,mathematics,other,none,stem,other,78,88,105,144,0.407423469,17,17,October,1,0,0
14967,2015-16,3.41,0,selective,sociology,none,none,social sciences,none,none,school 305,294,268,136,294,-0.315171033,17,17,October,2,0,1
14969,2015-16,2.8,0,unknown,history,political science,other,humanities,social sciences,other,other,205,163,115,240,-0.247745153,17,17,October,17,0,1
14971,2015-16,3.29,0,unknown,education (elementary),none,none,education,none,none,other,95,102,93,173,0.37959022,17,17,October,17,0,1
14972,2015-16,3,0,least_selective,psychology,none,sociology,social sciences,none,social sciences,other,79,27,39,92,0.413207806,17,17,October,17,0,1
14973,2015-16,3.82,0,selective,other,none,journalism,other,none,business,other,253,208,198,268,0.361904911,17,17,October,7,0,0
14974,2015-16,3.65,0,more_selective,political science,none,history,social sciences,none,humanities,other,28,16,30,52,0.136740197,17,17,October,17,0,1
14975,2015-16,3.72,0,unknown,psychology,none,english,social sciences,none,humanities,other,267,246,138,288,0.11181759,17,17,October,1,0,1
14976,2015-16,3,0,least_selective,business,other,none,business,other,none,other,156,159,137,217,-0.290906384,17,17,October,17,0,1
14978,2015-16,3.22,1,more_selective,biology,none,chemistry,stem,none,stem,other,294,296,298,353,-0.10156347,17,17,October,1,0,0
14979,2015-16,3.07,0,more_selective,marketing,none,other,business,none,other,other,297,298,298,392,0.409003757,17,17,October,0,0,1
14980,2015-16,2.7,0,selective,english,none,none,humanities,none,none,other,65,100,85,139,-0.395742476,17,17,October,17,0,1
14981,2015-16,3,0,unknown,other,none,none,other,none,none,other,48,34,15,63,0.064667433,17,17,October,17,0,1
14982,2015-16,2.65,0,least_selective,other,other,none,other,other,none,other,27,14,30,49,0.200087487,1,1,October,1,0,1
14983,2015-16,3.17,0,selective,communications,other,none,business,other,none,other,95,104,87,158,0.068947883,14,14,October,11,0,1
14984,2015-16,3.28,1,less_selective,other,none,none,other,none,none,other,157,270,165,316,-0.376980824,17,17,October,2,0,0
14985,2015-16,3.69,1,more_selective,other,none,none,other,none,none,other,273,248,278,384,0.009146222,17,17,October,-1,0,1
14986,2015-16,2.5,0,least_selective,business,none,none,business,none,none,other,146,221,130,252,0.197943162,17,17,October,1,0,1
14987,2015-16,3.27,0,more_selective,other,none,none,other,none,none,other,135,101,44,163,0.634279963,17,17,October,17,1,0
14988,2015-16,3.09,0,unknown,art,none,education (secondary),humanities,none,education,other,99,235,92,196,0.3443365,17,17,October,17,0,1
14989,2015-16,3,0,unknown,english,other,none,humanities,other,none,other,204,274,226,296,0.009711467,17,17,October,-1,0,1
14990,2015-16,2.77,0,most_selective,sociology,none,none,social sciences,none,none,school 60,292,295,243,402,-0.055128348,16,16,October,9,0,1
14991,2015-16,3.33,1,more_selective,biology,none,spanish,stem,none,humanities,other,216,292,299,366,0.381714129,17,17,October,0,0,1
14994,2015-16,3,1,selective,biology,none,none,stem,none,none,other,187,298,29,250,0.519683392,17,17,October,14,0,1
14995,2015-16,2.65,0,selective,psychology,none,criminal justice,social sciences,none,social sciences,other,292,292,284,368,0.182176757,17,17,October,0,0,1
14996,2015-16,3.39,0,less_selective,criminal justice,none,psychology,social sciences,none,social sciences,other,51,60,56,107,0.160539008,17,17,October,16,0,1
14997,2015-16,3.36,1,less_selective,chemistry,none,none,stem,none,none,other,12,12,54,57,0.237399854,17,17,October,17,0,1
14998,2015-16,2.67,0,selective,political science,none,psychology,social sciences,none,social sciences,other,37,23,88,89,0.008448545,17,17,October,17,0,1
14999,2015-16,4,0,selective,other,other,none,other,other,none,other,175,108,133,197,-0.22615411,17,17,October,6,0,0
15000,2015-16,3.14,0,most_selective,other,history,none,other,humanities,none,school 1337,123,175,299,271,-0.143236311,17,17,October,0,0,1
15001,2015-16,3.11,0,more_selective,other,other,other,other,other,other,other,40,24,16,55,-0.165400826,17,17,October,17,0,1
15002,2015-16,2.86,0,selective,political science,none,none,social sciences,none,none,other,73,55,285,209,-0.633346462,17,17,October,2,0,1
15003,2015-16,3.81,0,more_selective,education (secondary),english literature,psychology,education,humanities,social sciences,other,247,182,297,348,0.411733554,0,0,October,0,0,1
15004,2015-16,3.14,0,selective,psychology,none,other,social sciences,none,other,other,293,296,291,373,-0.043826946,17,17,October,1,0,1
15005,2015-16,3,0,more_selective,psychology,none,other,social sciences,none,other,other,194,157,195,278,0.429524795,1,1,October,1,0,1
15006,2015-16,2.5,0,selective,history,none,none,humanities,none,none,other,111,291,188,266,0.260122013,17,17,October,11,0,1
15008,2015-16,3.6,0,selective,criminal justice,none,none,social sciences,none,none,other,105,50,79,137,-0.088709016,17,17,October,17,0,1
15009,2015-16,2.8,0,less_selective,other,none,none,other,none,none,other,14,9,34,45,0.363332411,17,17,October,9,0,1
15010,2015-16,3,0,selective,psychology,none,other,social sciences,none,other,other,217,189,161,272,-0.122498875,17,17,October,7,0,1
15011,2015-16,3.31,1,more_selective,biology,none,other,stem,none,other,other,289,283,286,402,-0.220673317,16,16,October,-1,0,1
15012,2015-16,3,1,most_selective,other,none,none,other,none,none,other,223,299,298,344,-0.091013728,4,4,October,0,0,0
15013,2015-16,3.48,0,more_selective,other,none,none,other,none,none,other,237,242,272,328,0.219710797,17,17,October,0,0,1
15015,2015-16,3.73,0,more_selective,journalism,none,political science,business,none,social sciences,other,234,230,120,310,-0.422491324,15,15,October,3,0,1
15016,2015-16,3.27,0,more_selective,anthropology,sociology,none,social sciences,social sciences,none,other,162,156,271,241,0.632376529,17,17,October,1,0,1
15017,2015-16,2.8,0,unknown,psychology,none,none,social sciences,none,none,other,4,9,1,14,-0.313795155,17,17,October,17,0,1
15018,2015-16,3.22,0,selective,history,none,political science,humanities,none,social sciences,other,277,246,289,363,-0.407808971,17,17,October,0,0,1
15019,2015-16,3.67,1,most_selective,biology,none,chemistry,stem,none,stem,other,248,280,288,401,0.058072521,17,17,October,0,0,1
15020,2015-16,3,0,selective,communications,none,spanish,business,none,humanities,other,251,297,205,339,-0.236671931,17,17,October,1,0,1
15021,2015-16,3.05,1,less_selective,other,none,none,other,none,none,other,148,110,113,192,0.635364404,17,17,October,15,0,1
15022,2015-16,3.76,0,selective,journalism,none,none,business,none,none,other,287,292,285,400,-0.454643289,17,17,October,8,0,1
15023,2015-16,3.21,0,less_selective,education (secondary),english,other,education,humanities,other,other,297,277,140,320,-0.101630562,17,17,October,16,0,0
15025,2015-16,3.3,1,most_selective,other,none,other,other,none,other,school 670,254,293,278,330,0.406186122,17,17,October,0,0,1
15026,2015-16,3.55,0,more_selective,other,other,none,other,other,none,school 1533,268,285,285,370,-0.022615593,17,17,October,15,0,1
15028,2015-16,3.67,0,unknown,english,sociology,other,humanities,social sciences,other,other,110,204,276,322,0.172239121,16,16,October,4,0,0
15029,2015-16,3.83,0,least_selective,psychology,none,none,social sciences,none,none,school 1523,79,58,75,109,0.222352237,17,17,October,17,0,0
15030,2015-16,3.38,0,most_selective,other,none,none,other,none,none,other,290,263,284,374,-0.349370147,17,17,October,0,0,0
15032,2015-16,3.33,0,more_selective,other,none,none,other,none,none,other,287,280,277,382,0.241160871,17,17,October,17,1,1
15033,2015-16,3.36,0,more_selective,international studies/relations,other,none,social sciences,other,none,other,276,285,275,359,0.39664961,17,17,October,0,1,1
15034,2015-16,3.16,0,selective,english literature,none,none,humanities,none,none,other,259,278,234,349,-0.194067765,17,17,October,3,0,1
15035,2015-16,2.8,0,selective,anthropology,none,psychology,social sciences,none,social sciences,school 1653,30,31,45,71,-0.178808686,17,17,October,17,0,1
15036,2015-16,3.49,0,most_selective,other,none,history,other,none,humanities,school 488,280,270,272,411,0.11962181,17,17,October,17,0,1
15037,2015-16,3.2,1,more_selective,mathematics,none,education (general),stem,none,education,school 663,274,273,288,365,-0.304355978,17,17,October,2,1,1
15038,2015-16,3.24,1,more_selective,other,other,none,other,other,none,other,222,261,167,304,0.108059338,16,16,October,2,0,1
15039,2015-16,3.4,0,less_selective,education (elementary),none,english,education,none,humanities,other,38,42,60,89,1.044858291,16,16,October,16,0,1
15041,2015-16,3.92,0,more_selective,management,none,none,business,none,none,other,232,60,50,173,0.688975318,16,16,October,16,0,1
15042,2015-16,3.63,0,most_selective,political science,none,none,social sciences,none,none,other,299,295,220,404,0.048823863,16,16,October,0,0,0
15043,2015-16,3.81,1,selective,other,none,other,other,none,other,other,260,255,238,336,-0.366770133,16,16,October,2,0,1
15045,2015-16,3.57,0,more_selective,other,none,none,other,none,none,other,16,47,96,90,0.4659196,16,16,October,8,0,1
15048,2015-16,3.4,0,selective,english,none,spanish,humanities,none,humanities,other,85,107,77,139,0.092001184,16,16,October,16,0,1
15049,2015-16,3.21594481,0,unknown,other,other,business,other,other,business,foreign university,22,26,15,47,-0.277461711,16,16,October,16,0,1
15050,2015-16,3.27,0,more_selective,other,none,none,other,none,none,other,284,234,234,360,0.116506483,16,16,October,1,0,1
15051,2015-16,2.85,1,selective,other,none,none,other,none,none,other,15,8,26,39,1.633268194,16,16,October,16,0,1
15052,2015-16,2.65,0,less_selective,english,none,none,humanities,none,none,other,19,49,57,79,-0.140020217,16,16,October,16,0,1
15053,2015-16,3.5,0,least_selective,business,none,none,business,none,none,other us university,22,28,22,47,-0.308515756,16,16,October,16,0,1
15054,2015-16,3,0,less_selective,business,none,none,business,none,none,other,95,97,61,138,1.134756813,16,16,October,16,0,0
15055,2015-16,2.98,0,more_selective,sociology,none,none,social sciences,none,none,other,296,299,298,397,-0.033737978,8,8,October,0,0,1
15056,2015-16,2.9,0,less_selective,other,none,none,other,none,none,other,61,224,127,244,-0.86118534,16,16,October,6,0,0
15057,2015-16,2.78,0,more_selective,other,none,other,other,none,other,other,64,27,32,80,0.252237362,16,16,October,16,0,1
15058,2015-16,2.9,0,unknown,communications,none,none,business,none,none,other,298,298,290,347,0.086049074,16,16,October,0,0,1
15059,2015-16,2.94,0,less_selective,education (elementary),none,none,education,none,none,other,281,271,191,301,-0.264465318,1,1,October,1,0,1
15060,2015-16,3.83,0,more_selective,other,none,none,other,none,none,other,102,107,139,185,0.345802102,16,16,October,16,0,1
15061,2015-16,3.87,0,more_selective,economics,political science,other,social sciences,social sciences,other,school 1673,156,247,274,329,0.230728447,0,0,October,0,1,0
15062,2015-16,2.9,0,less_selective,criminal justice,none,none,social sciences,none,none,other,298,289,299,327,-0.081754607,16,16,October,16,0,1
15063,2015-16,3.91,0,selective,other,none,none,other,none,none,other,286,295,291,455,0.220414156,16,16,October,2,0,1
15065,2015-16,2.89,0,unknown,other,none,other,other,none,other,other,263,299,184,334,0.399464931,16,16,October,0,0,1
15066,2015-16,3.1,0,least_selective,criminal justice,none,none,social sciences,none,none,other,224,210,189,299,0.619888161,16,16,October,0,0,0
15067,2015-16,3.68,1,most_selective,mathematics,political science,chemistry,stem,social sciences,stem,other,213,275,234,311,0.0919999,16,16,October,15,0,1
15068,2015-16,3.21594481,0,more_selective,other,none,none,other,none,none,other,293,293,294,393,-0.143377924,16,16,October,11,0,1
15069,2015-16,2.75,0,more_selective,communications,none,none,business,none,none,other,288,226,224,361,-0.249366577,16,16,October,16,0,1
15070,2015-16,2.97,0,less_selective,other,none,none,other,none,none,other,292,292,294,348,0.068494175,16,16,October,2,0,1
15071,2015-16,3.34,1,most_selective,other,none,other,other,none,other,other,193,292,281,370,-0.081642175,12,12,October,0,0,1
15072,2015-16,3.02,0,least_selective,business,none,none,business,none,none,other us university,101,187,49,204,0.355129805,16,16,October,16,0,0
15073,2015-16,3.02,1,more_selective,biology,none,other,stem,none,other,other,296,277,292,394,0.330030656,16,16,October,0,0,1
15074,2015-16,2.78,1,most_selective,chemistry,other,none,stem,other,none,school 1337,80,70,36,112,-0.276257554,15,15,October,7,0,1
15075,2015-16,2.68,0,unknown,english,none,anthropology,humanities,none,social sciences,other,297,298,296,334,0.277824632,16,16,October,0,0,0
15076,2015-16,3.65,0,least_selective,other,none,none,other,none,none,other,297,292,262,353,0.193418581,16,16,October,16,0,1
15079,2015-16,3.5,0,more_selective,spanish,other,other,humanities,other,other,other,265,295,274,366,0.040807974,8,8,October,0,1,1
15080,2015-16,2.79,0,more_selective,psychology,none,anthropology,social sciences,none,social sciences,other,259,281,153,264,0.304891556,16,16,October,4,0,1
15081,2015-16,3.21594481,0,unknown,business,other,marketing,business,other,business,foreign university,27,65,72,107,-0.376874199,16,16,October,16,0,1
15082,2015-16,2,0,least_selective,history,english,spanish,humanities,humanities,humanities,other,56,235,160,207,0.308623467,16,16,October,0,0,1
15083,2015-16,3,0,selective,sociology,none,none,social sciences,none,none,other,212,149,91,211,0.368676339,16,16,October,14,0,1
15085,2015-16,3.81,0,unknown,sociology,none,art,social sciences,none,humanities,other,252,283,259,396,-0.293025519,16,16,October,0,0,1
15086,2015-16,3.86,0,more_selective,english,other,other,humanities,other,other,other,294,289,296,382,0.146706803,16,16,October,0,0,1
15088,2015-16,2.44,1,selective,biology,none,none,stem,none,none,other,145,258,282,287,0.027317314,5,5,October,0,0,1
15089,2015-16,2.81,0,more_selective,international studies/relations,none,education early childhood,social sciences,none,education,other,19,55,33,74,0.362695305,16,16,October,15,0,1
15091,2015-16,2.31,0,unknown,history,none,psychology,humanities,none,social sciences,other,146,239,216,302,-0.185567612,14,14,October,0,0,1
15092,2015-16,3.87,0,more_selective,history,other,other,humanities,other,other,other,299,295,288,336,0.089651821,5,5,October,1,1,1
15093,2015-16,3.87,0,selective,criminal justice,none,spanish,social sciences,none,humanities,other,299,297,243,401,-0.315938133,16,16,October,9,0,1
15094,2015-16,3.2,1,selective,other,other,none,other,other,none,other,298,263,275,354,0.086774663,16,16,October,10,0,0
15095,2015-16,2.84,0,selective,education (secondary),none,none,education,none,none,other,292,272,274,270,0.305726206,16,0,October,0,0,1
15096,2015-16,3.98,1,least_selective,other,none,none,other,none,none,other,84,185,112,203,0.071793994,16,16,October,16,0,0
15097,2015-16,3.94,0,selective,management,none,none,business,none,none,other,298,295,299,328,0.005291466,16,16,October,16,0,0
15098,2015-16,3.3,0,unknown,english literature,none,none,humanities,none,none,other,151,129,128,211,0.173051619,16,16,October,0,0,1
15100,2015-16,3.7,0,least_selective,other,none,none,other,none,none,other us university,45,23,65,74,0.3010758,16,16,October,16,0,1
15101,2015-16,3.94,0,selective,political science,none,other,social sciences,none,other,other,296,201,179,333,-0.3384576,16,16,October,14,0,1
15102,2015-16,3.87,1,more_selective,other,none,economics,other,none,social sciences,school 401,171,154,167,267,-0.066008098,12,12,October,12,0,0
15103,2015-16,3.53,0,selective,other,none,none,other,none,none,school 851,48,50,82,112,0.520763374,16,16,October,16,0,1
15104,2015-16,3.57,0,unknown,history,none,communications,humanities,none,business,other,297,231,297,365,0.168477304,16,16,October,1,0,1
15106,2015-16,3.61,0,selective,criminal justice,sociology,none,social sciences,social sciences,none,other,294,294,223,383,-0.228218821,16,16,October,3,0,1
15107,2015-16,2.74,0,more_selective,political science,communications,none,social sciences,business,none,other,286,260,215,341,-0.22510464,16,16,October,0,1,0
15108,2015-16,2.77,0,unknown,business,none,none,business,none,none,other,90,65,73,127,-0.031268702,16,16,October,15,0,1
15109,2015-16,3.69,0,most_selective,english,none,education (secondary),humanities,none,education,school 60,258,278,292,403,0.146400539,16,16,October,0,0,1
15110,2015-16,3.38,0,more_selective,communications,none,other,business,none,other,other,232,214,250,283,0.083810045,16,16,October,4,0,1
15111,2015-16,3.2,0,selective,political science,none,none,social sciences,none,none,other,229,219,167,292,0.493175411,16,16,October,0,0,0
15112,2015-16,2.6,0,selective,other,none,none,other,none,none,other,278,260,263,333,0.535380981,15,15,October,4,0,1
15113,2015-16,2.4,0,unknown,communications,none,none,business,none,none,other,89,37,49,103,-0.019349488,2,2,October,0,1,1
15114,2015-16,2.7,0,less_selective,other,none,none,other,none,none,other,295,219,217,289,0.16827937,16,16,October,4,0,1
15115,2015-16,3.45,0,more_selective,economics,political science,spanish,social sciences,social sciences,humanities,other,241,256,267,349,0.432203859,15,15,October,1,1,1
15116,2015-16,3.66,0,selective,english,none,none,humanities,none,none,other,132,107,64,196,-0.63744174,16,16,October,16,0,1
15117,2015-16,3.7,0,more_selective,other,anthropology,none,other,social sciences,none,other,295,285,264,380,-0.125914,16,16,October,0,0,1
15118,2015-16,2.67,0,more_selective,other,none,none,other,none,none,school 221,177,94,107,205,-0.593561421,16,16,October,0,0,0
15119,2015-16,3.78,0,selective,international studies/relations,none,other,social sciences,none,other,other,285,292,292,392,0.510798198,16,16,October,0,0,1
15120,2015-16,3.72,0,less_selective,spanish,none,none,humanities,none,none,other,293,183,297,318,-0.033041448,16,16,October,0,0,1
15121,2015-16,2.98,0,less_selective,other,none,none,other,none,none,other,88,187,125,217,0.026372398,16,16,October,0,0,1
15122,2015-16,3.42,0,selective,other,none,none,other,none,none,other,292,290,273,360,0.340497428,15,15,October,-1,0,0
15123,2015-16,2.59,0,more_selective,sociology,other,none,social sciences,other,none,other,154,228,169,253,0.107987029,16,16,October,8,0,1
15124,2015-16,2.55,0,selective,sociology,none,none,social sciences,none,none,other,197,202,180,301,0.205527859,16,16,October,1,0,1
15125,2015-16,2.93,0,most_selective,political science,none,none,social sciences,none,none,other,293,293,298,389,-0.208499862,16,16,October,-1,0,1
15126,2015-16,3.43,0,less_selective,education (general),education (elementary),none,education,education,none,other,164,291,169,274,0.139007328,15,15,October,8,0,1
15127,2015-16,2.67,0,less_selective,other,none,none,other,none,none,other,256,257,270,325,-0.104527879,15,15,October,1,0,1
15129,2015-16,3.53,0,less_selective,education (elementary),none,education early childhood,education,none,education,other,281,282,246,317,0.418552792,15,15,October,0,0,1
15130,2015-16,3.04,0,unknown,other,other,none,other,other,none,other,295,279,288,417,0.34095586,15,15,October,15,0,1
15132,2015-16,3.22,0,more_selective,education (elementary),other,none,education,other,none,other,275,288,287,425,-0.318937813,14,14,October,0,0,1
15133,2015-16,3.21,0,more_selective,other,psychology,none,other,social sciences,none,other,294,266,236,341,0.71442015,15,15,October,15,0,1
15134,2015-16,3.08,0,selective,other,none,spanish,other,none,humanities,other,133,144,134,201,0.609801237,0,0,October,0,0,0
15135,2015-16,2.5,0,unknown,other,none,none,other,none,none,other,73,51,53,99,-0.390601706,15,15,October,15,0,1
15136,2015-16,3.85,0,more_selective,english,none,none,humanities,none,none,other,66,124,106,159,0.361639207,15,15,October,13,0,1
15137,2015-16,3.53,0,more_selective,other,none,none,other,none,none,other,217,293,296,342,0.024445505,15,15,October,1,0,1
15138,2015-16,3.37,0,more_selective,political science,none,economics,social sciences,none,social sciences,other,96,119,157,197,-0.400032992,15,15,October,2,0,0
15139,2015-16,2.5,0,unknown,other,none,none,other,none,none,other,24,51,58,87,-0.245229565,15,15,October,15,0,1
15140,2015-16,3.62,0,selective,other,none,other,other,none,other,other,288,298,296,334,0.47510318,15,15,October,0,0,1
15141,2015-16,3.8,0,selective,education (secondary),none,none,education,none,none,other,60,94,35,118,0.484581796,14,14,October,14,0,1
15143,2015-16,3.25,0,unknown,education (secondary),none,none,education,none,none,other,276,275,259,357,-0.016846274,15,15,October,9,0,0
15144,2015-16,3.16,1,more_selective,other,none,none,other,none,none,school 1096,293,297,299,386,0.042971353,15,15,October,0,0,1
15145,2015-16,2.73,1,more_selective,other,none,mathematics,other,none,stem,school 938,9,24,59,69,0.34886344,5,5,October,5,0,1
15147,2015-16,3.09,0,less_selective,criminal justice,none,none,social sciences,none,none,other,51,40,32,85,-0.387430551,15,15,October,15,0,1
15148,2015-16,3.22,0,more_selective,political science,none,other,social sciences,none,other,other,101,94,222,203,0.083549611,1,1,October,1,0,1
15149,2015-16,3.54,1,more_selective,other,none,none,other,none,none,other,142,284,217,310,-0.225840963,3,3,October,0,1,0
15150,2015-16,3.3,0,more_selective,other,none,international studies/relations,other,none,social sciences,other,46,48,91,117,0.135133797,15,15,October,8,0,1
15151,2015-16,3.59,0,most_selective,english,none,psychology,humanities,none,social sciences,other,296,286,296,473,0.06808506,15,15,October,0,0,1
15152,2015-16,3.55,0,selective,other,none,none,other,none,none,other,283,288,297,289,0.288190268,15,15,October,15,0,1
15153,2015-16,3.01,0,most_selective,international studies/relations,none,political science,social sciences,none,social sciences,other,295,284,240,399,-0.023810417,15,15,October,14,0,1
15154,2015-16,3.16,0,selective,political science,none,sociology,social sciences,none,social sciences,other,197,63,47,185,-0.144517698,15,15,October,13,0,0
15155,2015-16,2.72,1,unknown,biology,none,english,stem,none,humanities,other,85,64,55,122,0.265666369,15,15,October,14,0,0
15156,2015-16,3.47,0,more_selective,education (elementary),none,none,education,none,none,other,259,204,192,299,0.279472388,15,15,October,15,0,1
15157,2015-16,3.28,0,selective,other,none,none,other,none,none,other,37,11,25,55,0.260848727,15,15,October,15,0,1
15158,2015-16,3.5,0,unknown,other,none,none,other,none,none,other,96,115,139,186,0.459526215,15,15,October,0,0,0
15159,2015-16,2.9,0,unknown,criminal justice,none,none,social sciences,none,none,other,46,47,64,100,-0.582406124,15,15,October,4,0,1
15160,2015-16,3.7,0,most_selective,history,none,none,humanities,none,none,school 488,228,275,242,298,0.198471756,15,15,October,0,0,1
15161,2015-16,2.6,0,more_selective,other,none,none,other,none,none,school 221,81,218,192,238,0.518663477,15,15,October,13,0,1
15162,2015-16,3.73,0,selective,sociology,none,other,social sciences,none,other,other,168,242,145,266,0.044512162,15,15,October,10,0,1
15164,2015-16,2.7,0,most_selective,other,none,other,other,none,other,other,187,290,264,355,0.21564221,8,8,October,0,0,1
15165,2015-16,2.84,0,selective,other,none,business,other,none,business,other,230,294,292,318,0.432352365,15,15,October,0,0,1
15168,2015-16,3.29,0,selective,other,none,none,other,none,none,other,276,48,114,215,0.652560227,15,15,October,1,0,1
15169,2015-16,3,0,most_selective,other,none,spanish,other,none,humanities,school 60,28,28,9,55,0.075846865,15,15,October,15,0,1
15171,2015-16,2.97,0,more_selective,other,none,none,other,none,none,other,257,216,156,304,0.158768229,15,15,October,15,0,1
15172,2015-16,3.1,0,unknown,psychology,communications,none,social sciences,business,none,other,208,236,224,267,0.011046662,15,15,October,0,0,1
15173,2015-16,3.12,0,unknown,other,other,business,other,other,business,other,194,220,250,320,0.34747633,15,15,October,14,0,1
15174,2015-16,2.81,0,most_selective,other,none,none,other,none,none,school 488,52,71,47,98,0.607196477,15,15,October,9,0,1
15176,2015-16,2.91,0,more_selective,english,communications,none,humanities,business,none,school 1533,289,292,283,337,-0.353492422,15,15,October,13,1,1
15177,2015-16,3.27,0,more_selective,english,none,none,humanities,none,none,other,232,104,258,307,-0.121253919,15,15,October,0,1,1
15178,2015-16,2.53,0,more_selective,other,none,none,other,none,none,other,130,95,77,181,0.416613274,15,15,October,14,0,1
15180,2015-16,3.21594481,0,unknown,other,none,english,other,none,humanities,foreign university,254,264,90,277,0.347688162,15,15,October,0,0,1
15182,2015-16,2.76,0,more_selective,criminal justice,none,none,social sciences,none,none,other,216,273,126,294,-0.460951641,15,15,October,0,0,0
15183,2015-16,2.65,0,more_selective,other,none,other,other,none,other,other,269,234,281,345,0.136660889,15,15,October,0,0,1
15184,2015-16,3,0,less_selective,communications,none,other,business,none,other,other,20,15,36,49,0.401642881,15,15,October,15,0,1
15185,2015-16,3.59,0,unknown,other,business,psychology,other,business,social sciences,other,235,153,287,331,-0.293296007,15,15,October,14,0,0
15186,2015-16,3.2,0,unknown,other,none,none,other,none,none,other,296,98,181,255,0.227804527,15,15,October,12,0,0
15187,2015-16,2.9,0,most_selective,other,none,none,other,none,none,other,290,292,288,462,-0.336797902,11,11,October,1,1,1
15188,2015-16,3.28,0,more_selective,management,none,none,business,none,none,other,64,163,106,170,0.130175841,15,15,October,0,0,1
15189,2015-16,2.89,0,unknown,other,none,english,other,none,humanities,other,77,126,111,172,0.121898823,15,15,October,10,0,1
15190,2015-16,3.61,0,more_selective,other,education (general),none,other,education,none,other,281,291,296,379,-0.236712514,2,2,October,1,1,0
15192,2015-16,2.6,0,unknown,other,other,none,other,other,none,other,70,43,101,124,0.187737861,15,15,October,15,0,1
